nombre_entidad,nit_entidad,sector
E S E HOSPITAL NUESTRA SEÑORA DE GUADALUPE,890981690,Salud y Protección Social
EAAAP ESP COMPRADOR,800111304,"Vivienda, Ciudad y Territorio"
EDUHTurbo,901465989,"Vivienda, Ciudad y Territorio"
EDUP,901653745,Servicio Público
EDURHA,901540691,No aplica/No pertenece
EFR SAS,900403616,Transporte
EL INSTITUTO DE CULTURA EL CARMEN DE VIBORAL,900169143,Servicio Público
EMPAZ,824003215,"Vivienda, Ciudad y Territorio"
EMPOOBANDO ESP,800140132,No aplica/No pertenece
EMPRESA ACUEDUCTO Y ALCANTARILLADO DE CUCUTA SA ESP,890500529,No aplica/No pertenece
EMPRESA AGUAS Y ASEO DE RISARALDA SA ESP,900259215,"Vivienda, Ciudad y Territorio"
EMPRESA AUTONOMA GUATAPE,800105497,No aplica/No pertenece
EMPRESA CONSTRUCTORA DE VIVIENDA DE TUNJAECOVIVIENDA,820003259,"Vivienda, Ciudad y Territorio"
EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE CURITI LA CURITEÑA SASESP,901469368,No aplica/No pertenece
EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL ESPINAL ESP,890704204,No aplica/No pertenece
EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE LA JAGUA DE IBIRICO  CESAR SA ESPAAA DE LA JAGUA DE IBIRICO,900759667,Industria
EMPRESA DE ACUEDUCTO Y ALCANTARILLADO AGUAS DE PALMIRA SA ESP,900596967,No aplica/No pertenece
EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTÁ  ESP,899999094,Industria
EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE PEREIRA SAS ESP,816002020,No aplica/No pertenece
EMPRESA DE DESAROLLO Y  RENOVACION URBANA EICE,805024523,Planeación
EMPRESA DE DESAROOLLO ECONOMICO SOCIAL Y DE VIVIENDA,9000651002,Industria
EMPRESA DE DESARROLLO SOSTENIBLE,900974762,No aplica/No pertenece
EMPRESA DE DESARROLLO TERRITORIAL URBANO Y RURAL DE RISARALDA  EDUR,900118630,"Vivienda, Ciudad y Territorio"
EMPRESA DE DESARROLLO URBANO DE ARMENIA EDUA,8900014243,No aplica/No pertenece
EMPRESA DE DESARROLLO URBANO DE BARRANQUILLA Y LA REGION CARIBE SA,800091140,"Vivienda, Ciudad y Territorio"
EMPRESA DE DESARROLLO URBANO DE PEREIRA  EDUP,901065380,Planeación
EMPRESA DE DESARROLLO URBANO Y HABITAT,900272057,No aplica/No pertenece
EMPRESA DE DESARROLLO URBANO Y RURAL DE DOSQUEBRADAS,816005795,No aplica/No pertenece
EMPRESA DE DESARROLLO URBANO Y RURAL DEL MUNICIPIO DE BELLO,901465133,"Vivienda, Ciudad y Territorio"
EMPRESA DE DESARROLLO URBANO Y RURAL EL CARMEN DE VIBORAL,901521260,Ambiente y Desarrollo Sostenible
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,890270833,"Vivienda, Ciudad y Territorio"
EMPRESA DE DESARROLLO Y RENOVACIÓN URBANO SOSTENIBLE DE MALAMBO,901590403,No aplica/No pertenece
EMPRESA DE ENERGÍA DE CASANARE SA ESP,844004576,Minas y Energía
EMPRESA DE FOMENTO DE VIVIENDA DE ARMENIA FOMVIVIENDA,800246890,No aplica/No pertenece
EMPRESA DE FOMENTO Y DESARROLLO SOSTENIBLE DE OCCIDENTE,832003417,No aplica/No pertenece
EMPRESA DE PETROLEOS DEL LLANO  EN LIQUIDACION,900537444,Minas y Energía
EMPRESA DE RENOVACION URBANA DE LA DORADA Y EL MAGDALENA CENTRO,810004704,Servicio Público
EMPRESA DE RENOVACION Y DESARROLLO URBANO DE BOGOTA DC,830144890,"Vivienda, Ciudad y Territorio"
EMPRESA DE RENOVACION Y DESARROLLO URBANO ERUM SAS,810000319,"Vivienda, Ciudad y Territorio"
EMPRESA DE SEGURIDAD DEL ORIENTE SAS,900984614,No aplica/No pertenece
EMPRESA DE SERVICIOS MUNICIPALES Y REGIONALES,900004606,Industria
EMPRESA DE SERVICIOS PUBLICOS,832003470,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS AGUAS DEL PIENTA,901432616,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS ARGELIA DE MARIA SA ESP,900304290,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE SUAITA SA ESP,901142488,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE APULO,900354769,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE CURUMANI ACUACUR ESP,800239720,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DE AGUAZUL ESPA SA ESP,844003247,Ambiente y Desarrollo Sostenible
EMPRESA DE SERVICIOS PUBLICOS DE AGUSTIN CODAZZI ESP,800118095,Servicio Público
EMPRESA DE SERVICIOS PUBLICOS DE CHIA ESP,899999714,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DE COEELO TOLIMA ESP,809006200,Servicio Público
EMPRESA DE SERVICIOS PUBLICOS DE CORDOBA QUINDIO ESP SAS,801001380,Servicio Público
EMPRESA DE SERVICIOS PUBLICOS DE COTA SA ESP,900124654,"Vivienda, Ciudad y Territorio"
EMPRESA DE SERVICIOS PUBLICOS DE EL CARMEN DE VIBORAL ESPCV,811011532,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DE EL COPEY,8000953527,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DE GRANADA ESPG,811016501,"Vivienda, Ciudad y Territorio"
EMPRESA DE SERVICIOS PUBLICOS DE HERVEO SAESP EMPOHERVEO SAESP,900325093,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DE LA CALERA ESPUCAL ESP,8000051519,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DE LA VIRGINIA ESP,800103884,Servicio Público
EMPRESA DE SERVICIOS PUBLICOS DE LEJANIAS META  ESPL,900284830,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DE NATAGAIMA SA ESP,809007043,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DE PAMPLONA SA ESP,800094327,Ambiente y Desarrollo Sostenible
EMPRESA DE SERVICIOS PUBLICOS DE PUEBLO BELLO CESAR,900586660,Servicio Público
EMPRESA DE SERVICIOS PUBLICOS DE PUERTO TRIUNFO SA ESP,900326224,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DE SAN DIEGO EMPOSANDIEGO ESP,824002284,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DE SAN FRANCISCO ANTIOQUIA,900657172,Servicio Público
EMPRESA DE SERVICIOS PUBLICOS DE TABIO S A,900285304,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DE TENA SA  ESP,900888021,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE PACHO CUNDINAMARCA SA ESPMP ESP SOCIEDAD POR ACCIONES SA,832006409,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ALBAN  EMPOALBAN ESP,814002262,"Vivienda, Ciudad y Territorio"
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE CARACOLI,900148210,Servicio Público
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE MURILLO SAS ESP,900591127,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE PROVIDENCIA EMPROSER SAS,900457002,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE PUENTE NACIONAL  ACUAPUENTE SA ESP,804009177,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE PUERRES ESP,814007234,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE SESQUILE CUNDINAMARCA SA ESP SIGLA ACUASES SA ESP,900275140,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE VALPARAISO SAS ESP,900477448,Ambiente y Desarrollo Sostenible
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SABANALARGA SA ESP,900262356,Servicio Público
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS GIRON SAS ESP,901254325,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS DOMIILIARIOS LA ESTRELLA SA ESP,9003323638,No aplica/No pertenece
EMPRESA DE SERVICIOS PUBLICOS EMPOCHAPARRAL ESP,809002366,Servicio Público
EMPRESA DE SERVICIOS PUBLlCOS DE LA DORADA ESP,810004450,Industria
EMPRESA DE SERVICIOS PÚBLICOS AGUAS MOCOA SA ESP,900581943,No aplica/No pertenece
EMPRESA DE SERVICIOS PÚBLICOS DE FUSAGASUGÁ,890680053,"Vivienda, Ciudad y Territorio"
EMPRESA DE SERVICIOS PÚBLICOS DE PUERTO SALGAR CUNDINAMARCA,832004274,No aplica/No pertenece
EMPRESA DE SERVICIOS PÚBLICOS DE SANTA MARTA ESSMAR ESP,800181106,No aplica/No pertenece
EMPRESA DE SERVICIOS PÚBLICOS DE TOGÜÍ,900333134,No aplica/No pertenece
EMPRESA DE SERVICIOS PÚBLICOS DE VITERBO SAS ESP,900179922,"Vivienda, Ciudad y Territorio"
EMPRESA DE SERVICIOS PÚBLICOS DEL META SA ESP,822006587,No aplica/No pertenece
EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS DE LA PROVINCIA DE LENGUPA,900325136,Ambiente y Desarrollo Sostenible
EMPRESA DE SERVICIOS VARIOS LA VICTORIA ESP SA,900316103,"Vivienda, Ciudad y Territorio"
EMPRESA DE TECNOLOGÍA Y SERVICIOS ALBORADA  EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO EICE,901472225,Tecnologías de la Información y las Comunicaciones
EMPRESA DE VIVIENDA E INFRAESTRUCTURA DE ANTIOQUIAVIVA,811032187,"Vivienda, Ciudad y Territorio"
EMPRESA DE VIVIENDA Y DESARROLLO URBANO Y RURAL DEL MUNICIPIO DE ENVIGADO,901387801,"Vivienda, Ciudad y Territorio"
EMPRESA DEPARTAMENTAL DE SERVICIOS PUBLICOS DE CASANARE ACUATODOS S A E S P,900307208,No aplica/No pertenece
EMPRESA DEPARTAMENTAL PARA LA SALUD,810004090,Servicio Público
EMPRESA DISTRIBUIDORA DEL PACIFICO SA ESP,818001629,Minas y Energía
EMPRESA IBAGUEREÑA DE ACUEDUCTO Y ALCANTARILLADO SA ESP OFICIAL IBAL SA ESP OFICIAL,8000898096,No aplica/No pertenece
EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO LOTERIA DE CUCUTA,890500641,Industria
EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO TERMINAL DE TRANSPORTE DE APARTADO,811042797,Industria
EMPRESA INDUSTRIAL Y COMERCIAL LOTERIA DE CUNDINAMARCA,860037234,No aplica/No pertenece
EMPRESA MUNICIPAL DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE COLOSO S A ESP,900249731,Servicio Público
EMPRESA MUNICIPAL DE ASEO ALCANTARILLADO Y ACUEDUCTO DE FLORIDABLANCA,804002215,No aplica/No pertenece
EMPRESA MUNICIPAL DE MAQUINARIA TRANSPORTE Y SERVICIOS DEL MUNICIPIO DE ITUANGO ANTIOQUIA EMTSI,901482397,No aplica/No pertenece
EMPRESA MUNICIPAL DE MERCADEO DE APARTADO,811004010,Industria
EMPRESA MUNICIPAL DE SERVICIO DE ASEO EMSA ESP,890801631,No aplica/No pertenece
EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE ARAUCA EMSERPA EICE ESP,800113549,Industria
EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE GUACHUCAL NARIÑO EMPAGUA ESP,814002063,No aplica/No pertenece
EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE PUERTO PARRA EMSEPAR ESP SAS,900063884,No aplica/No pertenece
EMPRESA MUNICIPAL DE SERVICIOS PÚBLICOS DE COROZAL,8000845479,No aplica/No pertenece
EMPRESA OFICIAL DE SERVICIOS PUBLICOSDEL DISTRITO DE SANTA CRUZ DE MOMPOX ACUAMOMPOX SAS ESP,901625180,No aplica/No pertenece
EMPRESA PARA EL DESARROLLO TERRITORIAL DE EL BAGRE,901526561,No aplica/No pertenece
EMPRESA PARA EL DESARROLLO TERRITORIAL PROYECTA,8010048830,No aplica/No pertenece
EMPRESA PARA EL DESARROLLO URBANO Y HABITAT DEL MUNICIPIO DE APARTADÓ,901445176,No aplica/No pertenece
EMPRESA PARA LA COMPETITIVIDAD TERRITORIAL DEL MUNICIPIO DE GIRARDOTA,901464458,Servicio Público
EMPRESA PRESTADORA DEL SERVICIO PUBLICO DOMICILIARIO DE ASEO ESP,811022269,Servicio Público
EMPRESA PRESTADORA DEL SERVICIO PÚBLICO DE ASEO DEL MUNICIPIO DE CIUDAD BOLÍVAR,811015728,No aplica/No pertenece
EMPRESA PUEBLORRIQUEÑA DE ACUEDUCTO ALCANTARILLADO Y ASEO SA ESP,900182397,No aplica/No pertenece
EMPRESA PÚBLICA DEL MUNICIPIO DE SOACHA EPUXUA AVANZA EICE,901511522,No aplica/No pertenece
EMPRESA REGIONAL AGUAS DEL TEQUENDAMA SA ESP,900126313,Ambiente y Desarrollo Sostenible
EMPRESA REGIONAL DE SERVICIO PUBLICO DE ASEO DE CANDELARIA SA ESP,900276577,No aplica/No pertenece
EMPRESA REGIONAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO Y ALCANTARILLADO SUR AZUL SA ESP,901257561,No aplica/No pertenece
EMPRESA SOCIAL DE ESTADO CENTRO SALUD DE COMBITA,820003411,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO,8200029165,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO  HOSPITAL DEPARTAMENTAL DE SABANALARGA,890103127,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO BARRANCABERMEJA,829001846,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO BELLOSALUD,800174995,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CAMILO TRUJILLO SILVA DE PALESTINA HUILA,813011505,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CAMU DE LOS CORDOBAS,812003996,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CAMU SAN RAFAEL DE SAHAGUN,812001579,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CENTRO 1 ESE,900145581,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD BETEITIVA,826002862,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE PAYA,826002226,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE SIACHOQUE,820003684,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ,820002854,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DEL PILAR ESE,900192678,Servicio Público
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SACHICA,8200040605,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN ANTONIO DE LA PARED,820000886,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JUDAS TADEO DEL MUNICIPIO DE TOPAGA,826002929,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN MIGUEL DEL MUNICIPIO DE SAN MIGUEL DE SEMA,8200034019,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN MIGUEL Santander,804017401,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA RITA DE CASIA DE TIPACOQUE,8260027651,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SIMON BOLIVAR DE TUTAZA,8260028603,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO CENTRO SALUD RICAURTE,900058218,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO DE SAN BENITO SANTANDER,804015069,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO DEL DEPARTAMENTO DEL META ESE,822006595,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE VILLAVICENCIO,822002459,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO ESE CENTRO DE SALUD COTORRA,812003726,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO ESE HOSPITAL LA MILAGROSA,890702476,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO ESE HOSPITAL REGIONAL NORTE,807008857,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO GUAPI ESE,900146012,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL BAUDILIO ACERO,891800857,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL BENJAMIN BARNEY GASCA,891380055,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL DE GIRARDOT,900290890,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA CEJA,890980758,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL SAGRADO CORAZON DE NORCASIA,810000912,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL DIVINO NIÑO,813002933,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL EL CARMEN 1,8909821018,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL EMIRO QUINTERO CAÑIZARES 12,890501438,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL GERIATRICO Y ANCIANATO SAN MIGUEL 12,890303448,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ DE PUERTO BOYACA,891800570,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE CUBARRAL,900048040,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL MARÍA AUXILIADORA,891103968,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL MUNICIPAL NUESTRA SEÑORA DE GUADALUPE,813007875,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LA CANDELARIA,890981719,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL ORITO,846000474,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,8200053897,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE GARCÍA ROVIRA,900067169,No aplica/No pertenece
EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL NOROCCIDENTAL,807008842,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAGRADO CORAZÓN DE JESÚS,881862576,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,890981163,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE ARBELAEZ,890680031,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE CISNEROS,890980444,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE MONTEBELLO,890981096,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,891800611,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ISIDRO,800193392,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS,800080586,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS ANORI,890982138,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE PAMPLONA,890501019,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO,890982140,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL,890981536,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL,890982091,No aplica/No pertenece
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE CHINU,8001939121,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,899999151,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE OIBA,890203563,No aplica/No pertenece
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE TUNJA,891800231,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE VENECIA,890980367,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE PRADERA,891301121,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL REMEDIOS,890985092,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA NIVEL I,800193490,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA LUCIA,890701435,Servicio Público
EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MARTA,8918003358,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA TERESITA DE PACORA,890801517,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO JAIME ALVARADO Y CASTILLA,834001482,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO LOCAL DE LURUACO,890103025,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO MARCO FELIPE AFANADOR DE TOCAIMA,890680033,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO METROSALUD,800058016,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO NIÑO JESUS DE BARRANQUILLA EN LIQUIDACION,802006728,No aplica/No pertenece
EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DE LA PAZ  SANTANDER,804015920,No aplica/No pertenece
EMPRESA SOCIAL DEL ESTADO POPAYAN ESE,900145579,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,820002468,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO SAN JUAN DE BETULIA,900169684,Salud y Protección Social
EMPRESA SOCIAL DEL ESTADO SOR TERESA ADELE,900211460,Salud y Protección Social
EMPRESA SOCIAL ESTADO HOSPITAL SAN JUAN BAUTISTA DE CHAPARRAL,890701459,Salud y Protección Social
EMPRESA SOLIDARIA DE SERVICIOS PUBLICOS DOMICILIAROS DE NUEVO COLON  BOYACA,900340575,Ambiente y Desarrollo Sostenible
EMPRESA VIAL DEL MUNICIPIO DE ARAUQUITA EVIMAR EICE,901021214,Transporte
EMPRESAS MUNICIPALES DE SERVICIOS PUBLICOS DOMICILIARIOS DE LOS PATIOS ESP,800116738,No aplica/No pertenece
EMPRESAS MUNICIPALES DE TULUA ESP,891900268,No aplica/No pertenece
EMPRESAS PUBLICAS DE ACEVEDO HUILA,900250887,Servicio Público
EMPRESAS PUBLICAS DE APARTADO,901066064,Ambiente y Desarrollo Sostenible
EMPRESAS PUBLICAS DE CAICEDONIA EPCESP,821001449,No aplica/No pertenece
EMPRESAS PUBLICAS DE CARAMANTA SAS ESP,900570704,No aplica/No pertenece
EMPRESAS PUBLICAS DE DABEIBA SAS ESP,900317391,Servicio Público
EMPRESAS PUBLICAS DE HISPANIA SA ESP,900150224,Servicio Público
EMPRESAS PUBLICAS DE JARDIN SA ESP EPJ,900045268,No aplica/No pertenece
EMPRESAS PUBLICAS DE JERICO ANTIOQUIA SA ESP,900191468,"Vivienda, Ciudad y Territorio"
EMPRESAS PUBLICAS DE NILO SAS ESP  EMPUNILO SAS ESP,900431288,No aplica/No pertenece
EMPRESAS PUBLICAS DE PUERTO BOYACA,8200014059,Industria
EMPRESAS PUBLICAS DE SAN LUIS SAS ESP,900515140,No aplica/No pertenece
EMPRESAS PUBLICAS MUNICIPALES DE SIBATE SCA ESP,900171710,No aplica/No pertenece
EMPRESAS PUBLICAS MUNICIPALES EMCANDELARIA SAS ESP,901350951,"Vivienda, Ciudad y Territorio"
EMPRESAS PUBLICAS URRAO EPU,800152294,No aplica/No pertenece
EMPRESAS PÚBLICAS DE CUNDINAMARCA SA ESP,900222346,"Vivienda, Ciudad y Territorio"
EMPRESAS PÚBLICAS DE VEGACHÍ SA ESP,900150932,No aplica/No pertenece
EMPRESAS PÚBLICAS DEL QUINDIO SA ESP,800063823,No aplica/No pertenece
EMPRESAS PÚBLICAS MUNICIPALES DE MALAGA,890205049,Ambiente y Desarrollo Sostenible
EMPUMELGAR ESP,809001720,Servicio Público
ENTIDAD ADMINISTRADORA DE PENSIONES DE ANTIOQUIA,800216278,Salud y Protección Social
ENTIDAD DE GESTION ADMINISTRATIVA Y TECNICA,901036590,Salud y Protección Social
ENTIDAD SOCIAL DEL ESTADO HOSPITAL LOCAL DE PUERTO COLOMBIA,890103406,Salud y Protección Social
EPA CARTAGENA,806013999,Ambiente y Desarrollo Sostenible
EPGA SA ESP,900022034,No aplica/No pertenece
ESCUELA CONTRA LA DROGADICCION,901341579,Salud y Protección Social
ESCUELA DE CAPACITACION MUNICIPAL ECAM,804015969,Educación Nacional
ESCUELA DE POLICIA SIMON BOLIVAR,800141336,defensa
ESCUELA NORMAL SUPERIOR DE BUCARAMANGA,890201212,Educación Nacional
ESCUELA NORMAL SUPERIOR DISTRITAL MARIA MONTESSORI,8605323172,Educación Nacional
ESCUELA TALLER CARTAGENA DE INDIAS,800169265,Educación Nacional
ESE  CENTRO DE SALUD DE VIRACACHA,820003352,Salud y Protección Social
ESE ANDRES CALA PIMENTEL,804013885,Salud y Protección Social
ESE ARROYOHONDO,806008082,Servicio Público
ESE BLANCA ALICIA HERNANDEZ,804009658,No aplica/No pertenece
ESE CENTRO DE REHABILITACION CARDIONEUROMUSCULAR DE NORTE DE SANTANDER,807002015,Salud y Protección Social
ESE CENTRO DE SALUD CON CAMAS,802006267,Salud y Protección Social
ESE CENTRO DE SALUD DE COLOSO,900206237,Salud y Protección Social
ESE CENTRO DE SALUD DE CUCUNUBA,832010240,Salud y Protección Social
ESE CENTRO DE SALUD DE LA UVITA,826002202,Salud y Protección Social
ESE CENTRO DE SALUD DE TOCA,8200035246,Salud y Protección Social
ESE CENTRO DE SALUD DE ZETAQUIRA,820002715,Salud y Protección Social
ESE CENTRO DE SALUD DEL MUNICIPIO DE FIRAVITOBA,8260026764,Salud y Protección Social
ESE CENTRO DE SALUD HERMANA GERTRUDIS,804015154,Salud y Protección Social
ESE CENTRO DE SALUD JUAN SOLERI Entidad,804007611,No aplica/No pertenece
ESE CENTRO DE SALUD MUNICIPIO DE LABRANZAGRANDE,826002687,Salud y Protección Social
ESE CENTRO DE SALUD NUESTRA SEÑORA DE BELEN,826002660,Salud y Protección Social
ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA ESPERANZA  MOLOGAVITA,804014810,No aplica/No pertenece
